id-enccre,headword,text,coordinates,meridian,coordinates_txt,gpt_preds
v12-2121-0,POLOGNE,"POLOGNE, (Géog. mod.)​ grand royaume d’Eu-​rope, borné au nord, par la mer Baltique qui le sépare de la Suede ; à l’orient, par la Tartarie & la Moscovie ; au midi, par le Pont-Euxin, la Valachie, la Moldavie, la Transsylvanie & la Hongrie ; à l’occident, par la Poméranie, le Brandebourg, la Silésie & la Moravie.


Ce royaume étoit autrefois plus vaste ; car il occupoit encore la Silésie, la Livonie, les duchés de Smolensko, de Séverie, de Czernichovie, le palatinat de Kiow, &c. il est malgré cela très-étendu ; sa longueur depuis l’extrémité du Marggraviat de Brandebourg, jusqu’aux frontieres de Moscovie, est de 210 lieues polonoises. Sa largeur depuis le fond de la Pokucie jusqu’au Parnau, en Livonie, est de près de 200 lieues du même pays ; c’est en grande partie ce qu’on appelloit autrefois Sarmatie.


Ce vaste état se divise en trois parties principales, la grande Pologne au nord, la petite Pologne au milieu, & le grand duché de Lithuanie, au sud-est ; Ces trois parties contiennent vingt-sept palatinats, qui ont chacun un gouverneur & un castellan.


Les principales rivieres de la Pologne sont la Vistule, le Bogh, la Varte, la Niemen, le Nieper, & le Niester. Cracovie est la capitale du royaume, & Varsovie la résidence la plus ordinaire des rois polonois de naissance. Long. depuis le 33d. jusqu’au 45. lat. du 47d. jusqu’au 56.


L’histoire & le gouvernement de la Pologne, demandent un article à part ; mais les curieux qui forment des bibliotheques considérables, où ils font entrer l’histoire de toutes les monarchies du monde, peuvent recueillir sur la Pologne les livres suivans ; d’abord pour la géographie, Ortelius, Bertius, Cluvier, Briet, Alexandre Guagnini de Vérone, sarmat. europ. descriptio, & mieux encore Andreæ Cellarii, noviss. descript. Poloniæ. Petri Rzaczinschi, hist. naturalis regni Poloniæ, Sandomiriæ 1720. in-4°.


Plusieurs auteurs ont compilé l’histoire de ce royaume, entr’autres Matthias Mickow, in chronicis ; Sarnic, annal. Polon. Neughbaveri res Polonorum ; Kedlubek, hist. Polon. Les suivans sont plus estimés, Dlugloss, hist. Polon. Martini Cromer, hist. Polon. Hartknock, de republicâ polonicâ. Simon Okolski, orbis polonus ; enfin, on a recueilli en un corps les meilleurs historiens de Pologne.


Les François, comme le Laboureur, Davity, Rochefort, Hauteville, Beaujeu, Massuet, &c. n’ont fait qu’effleurer très-superficiellement l’histoire du gouvernement de Pologne ; mais il n’en est pas de même de l’auteur de la vie de Sobieski ; il a recouru aux sources, & a peint avec goût. Voyez l’article suivant. (D. J.)​","[['47 N 33 E', '56 N 45 E']]",,47 N 33 E 56 N 45 E,47 N 33 E | 56 N 45 E
v13-58-0,PONDICHERY ou PONTICHERY,"PONDICHERY ou PONTICHERY, (Géog. mod.)​ ville détruite des Indes orientales, sur la côte de Coromandel, à la bande de l’est de la presqu’île des Indes, en-deçà du Gange. Cette ville étoit grande, fortifiée régulierement, & avoit ses rues tirées au cordeau. Les maisons des Européens y étoient bâties de brique, & celle des Indiens de terre enduite de chaux.


Pondichery étoit le plus bel établissement qu’ait eu aux Indes orientales la compagnie françoise ; cet établissement ne contenoit pas seulement les marchandises que fournit la côte de Coromandel, il servoit aussi d’entrepôt pour toutes celles qui s’enlevent de Bengale, de Surate, & de toute la côte de Malabar. Les marchandises qui se fabriquoient à Pondichery même, étoient des toiles de coton blanches : les toiles peintes qui s’y vendoient, se tiroient de Masulipatan, & en portent le nom ; celles qu’on y tiroit d’ailleurs, étoient des étoffes de soie, des mouchoirs de coton​& de soie, du coton filé & en bourre, des pierreries fines de Golconde, de l’indigo, & du riz.


Les PP. Capucins avoient un couvent à Pondichery ; les Jésuites & MM. des Missions étrangeres y avoient aussi chacun une maison & une église.


Les Hollandois prirent cette ville en 1693, & la rendirent à la paix de Riswick ; mais les Anglois l’ont prise en 1760, & l’ont rasée de fond en comble.


Long. suivant Cassini, 98. 51. 30. latit. 11. 55. long. orient. suivant le P. Feuillée & M. le Monnier, 97. 32. 30. latit. 11. 50. On peut voir par-là l’erreur énorme qui s’étoit glissée dans les anciennes cartes géographiques de Samson & Duval, qui éloignoient cette côte de plus de quatre cens lieues qu’elle ne l’est effectivement. (D. J.)​","[['alt'], ['11 55\' N 98 51\' 30"" E'], ['11 50\' N 97 32\' 30"" E']]",,"alt | 11 55' N 98 51' 30"" E | 11 50' N 97 32' 30"" E","11 55' N 98 51' 30"" E | 11 50' N 97 32' 30"" E"
v13-189-19,Port-de-Sallagua,"Port-de-Sallagua, (Géogr. mod.)​ port de l’Amérique septentrionale, dans la nouvelle Espagne, sur la côte de la mer du Sud. On y peut ancrer partout à 10 ou 12 brasses d’eau. Lat. 13. 52.","[[""13 52' N""]]",,13 52' N,13 52' N
v13-189-28,Port-royal,"Port-royal, (Géog. mod.)​ aujourd’hui Annapolis, en l’honneur de la reine Anne, ville de l’Amérique septentrionale, capitale de l’Acadie, ou de la nouvelle Ecosse, sur la côte de la baie de Chaleurs. Elle est située à 44d. 40′. de latitude, sur le bord d’un très-beau bassin, qui a près de 2 lieues de long, & 1 lieue de large. Long. 313.


Ce bassin est le port qui donne le nom à la ville. A l’entrée de ce port on trouve 18 à 20 brasses d’eau ; de grands vaisseaux y peuvent mouiller, & ils y sont en sûreté. La beauté de ce port lui a valu son nom de Port-royal. On a bâti dans le fond du bassin un fort assez considérable. Les Anglois s’en emparerent ainsi que de la ville en 1690, & finalement toute l’Acadie leur a été cédée par le traité d’Utrecht.


On donne encore le nom de Port-royal à une ville de l’Amérique septentrionale, sur la côte méridionale de la Jamaïque, à quatre lieues ou environ de St. Yago. Il n’est pas de port meilleur ni de plus commode en Amérique ; l’ancrage y est bon par-tout ; des vaisseaux de mille tonneaux peuvent y aborder, & il est défendu par un des plus forts châteaux, où il y a toujours bonne garnison. Aussi se fait-il dans ce port un prodigieux commerce. Lat. 18. long. 301. (D. J.)​","[[""44 40' N 313 E""], ['18 N 301 E']]",,44 40' N 313 E | 18 N 301 E,44 40' N 313 O | 18 N 301 O
v13-970-0,PROM,"PROM, (Géog. mod.)​ ville des Indes, au royaume d’Ava, sur le bord oriental de la riviere de Menankiou, autrement riviere d’Ava. Prom a été ci-devant la capitale d’un royaume particulier ; mais le roi d’Ava l’a soumise à son obéissance. Latitud. selon le P. du Chatz, jésuite, 19. 20.","[[""19 20' N""]]",,19 20' N,19 20' N
v13-1015-0,"PROPONTIS, en françois PROPONTIDE","PROPONTIS, en françois PROPONTIDE, (Géogr. anc.)​ grand golfe de la mer, entre l’Hellespont & le Pont-Euxin, & qui communique à ces deux mers par deux détroits ; l’un appellé le détroit de l’Hellespont, & l’autre le bosphore de Thrace.


Jean Tzetzés, in varia hist. donne à la Propontide le nom de Bebricium-mare, sans doute parce qu’elle baigne une partie considérable des côtés de la Bithynie, qui est la Bébrycie ; elle est nommée Thracium-mare par Antigonus.


Le nom de Propontide lui vient de ce qu’elle est devant la mer Noire, appellée autrement le Pont ou le Pont-Euxin. On l’a encore appellée mer Blanche, ou mer de Marmara. Le nom de mer Blanche lui a été donné par comparaison avec le Pont-Euxin, auquel on prétendoit que les fréquens naufrages, & un ciel presque toujours couvert, avoient acquis le titre de mer Noire. Enfin les îles de Marmara, qui sont environ neuf ou dix lieues avant dans cette mer, lui font porter leur nom.


Tout le circuit de la Propontide, qui est d’environ 160 lieues, se trouve renfermé entre le trente-huitieme & le quarante-unieme degré de latitude septentrionale, & entre le cinquante-cinquieme & le cinquante-huitieme degré de longitude, ou environ. On peut juger par cette situation que la Propontide est dans un climat fort tempéré, qui ne se ressent en rien des glaces cruelles du septentrion, ou des chaleurs étouffantes du midi. Aussi voit-on bien peu d’endroits dans l’univers, où dans un si petit espace il y ait eu autant de villes bâties qu’il y en a au-tour de ce grand bassin.


Cysique, Nicée, Apamée, Nicomédie, Chalcédoine & plusieurs autres, en sont des preuves. Toutes ces villes sont à la droite des vaisseaux qui vont de Gallipoli à Constantinople ; & l’Europe qu’ils ont à la gauche, montre encore sur ses bords les villes de Rodosto, l’ancienne & la nouvelle Périnthe, ou Héraclée, Sélivrée, Bevado, Grand-Pont, & diverses autres, qui ne sont pas moins recommandables.


Les îles les plus considérables, & que l’on rencontre les premieres, sont celles de Marmara, qui donnent leur nom à toute cette mer. (D. J.)​","[['38 N 51 E', '41 N 58 E']]",,38 N 51 E 41 N 58 E,38 N 55 E | 41 N 58 E
v13-1688-0,QUIBO,"QUIBO, (Géog. mod.)​ ou comme disent les Espagnols Caboya ; île de la mer du Sud, sur la côte de la province de Veragua, dans la nouvelle Espagne, au couchant du golfe de Panama. Cette île a environ six lieues de long, & trois de large. Sa latitude septentrionale est, selon Dampier, à 7 degrés 14′. (D. J.)​","[[""7 14' N""]]",,7 14' N,7 14' N
v13-1710-0,QUILMANCI,"QUILMANCI, (Géog. mod.)​ ville d’Afrique presque dépeuplée, dans le Zanguebar, sur la côte du royaume de Mélinde, près de l’embouchure de la riviere de même nom. Elle appartient aux Portugais. Latit. mérid. 2. (D. J.)​",[['2 S']],,2 S,2 S
v13-2015-1,Rambert-le-joux,"Rambert-le-joux, (Géog. mod.)​ petite ville, ou gros bourg de France, dans le Bugey, près d’une branche du mont Jura. Il y a une paroisse, un petit college, & une abbaye de bénédictins. Latit. 35. 54.","[[""35 54' N""]]",,35 54' N,35 54' N
v13-2121-0,RAPTA,"RAPTA, (Géog. anc.)​ ville de l’Ethiopie, sous l’Egypte, située vraissemblablement sur le bord du fleuve Raptus. Arrien, dans son périple de la mer Rouge, dit que Rapta étoit le dernier entrepôt de l’Azanie (aujourd’hui Aïan) ; c’est là que ce navigateur finit sa course, en ajoutant qu’au-delà, l’Océan n’est pas trop bien connu, qu’il tourne vers le couchant, & qu’il va se mêler avec la mer occidentale, au sud de l’Ethiopie, de l’Afrique & de la Libye.


Ptolomée place la ville de Rapta, & le fleuve Raptus au 7e degré de latitude. On croit communément que le fleuve Raptus est la riviere de Zébée d’aujourd’hui, qui prend sa source assez près de la rade de Maleg (l’Astapus des anciens), & qui se jette dans la mer à Quilmanci, dans le royaume de Mélinde ; mais ne seroit-il pas plûtôt la rade de Cua-​bo, dans le royaume de Quiloa ? Il semble que cela cadre beaucoup mieux avec la position que Ptolomée & M. de Lisle lui-même donnent au cap Raptum, que le dernier de ces géographes place vers le 10e degré de latitude-sud.


Il est étonnant que M. de Lisle ait placé la ville de Rapta, & l’embouchure du fleuve Raptus, 7 degrés au moins en-deçà du cap, c’est-à-dire, entre le 2e & le 3e degré. La distance est assurément trop forte ; Ptolomée ne la fait que d’un degré 25 minutes, & c’est à-peu-près celle qui se trouve entre l’embouchure du Cuabo & le cap Delgado, qui en ce cas seroit le cap Raptum. Il y a encore une raison qui favorise cette conjecture, c’est que Ptolomée dit que depuis l’Arabie heureuse jusqu’au cap Raptum, on fait voile au sud-ouest, mais que de-là au cap Prassum, on tire au midi & à l’orient : or, du cap Delgado à Mosambique, qui est le cap Prassum, la côte ne va plus au sud-ouest comme auparavant ; elle court droit au sud. (D. J.)​","[['alt'], ['7 N'], ['10 S'], ['2 S', '3 S']]",,alt | 7 N | 10 S | 2 S 3 S,7 S | 10 S | 2 S | 3 S
v14-799-0,RHEINECK,"RHEINECK, (Géog. mod.)​ 1°. ou RHEINEGG ; ville de Suisse, capitale de Rheinthal, sur le Rhein, à l’endroit où ce fleuve entre dans le lac de Constance. Elle est munie d’un bon château, où réside le bailli que les Cantons y envoyent. Longit. 27. 30. lat. 47. 35.


2°. Rheineck ou Rhineck, est une petite ville d’Allemagne, dans l’archevêché de Cologne, entre Bisach & Andernach, sur le bord du Rhein. Long. 25. 15. lat. 49. 6. (D. J.)​","[[""47 35' N 27 30' E""], [""49 6' N 25 15' E""]]",,47 35' N 27 30' E | 49 6' N 25 15' E,47 35' N 27 30' E | 49 6' N 25 15' E
v14-909-0,RIALÉXA ou RÉALEJO,"RIALÉXA ou RÉALEJO, (Géog. mod.)​ ville fort dépeuplée de l’Amérique septentrionale, dans la nouvelle Espagne sur une petite riviere, à 2 lieues de la mer du Sud, où elle a un grand havre qui porte le même nom, & qui peut contenir deux cens voiles. On y mouille par sept à huit brasses d’eau, fond​ de sable clair & dur ; la ville a trois églises & un hôpital, mais l’air y est très-mal sain, à cause du voisinage des marais. Latit. 12. 28. (D. J.)​","[[""12 28' N""]]",,12 28' N,12 28' N
v14-1015-0,RIOJA,"RIOJA, (Géog. mod.)​ ville de l’Amérique méridionale, presqu’à l’entrée d’une plaine qui s’étend jusqu’au voisinage de la Cordillere de Chili, & assez près de l’endroit où étoit auparavant une autre ville qui n’a pas long-tems subsisté, & qui portoit le nom de tous les Saints. Rioja fut fondée vers l’an 1596 par Dom Juan Ramirez, gouverneur de Tucuman. Latit. mérid. 30. (D. J.)​",[['30 S']],,30 S,30 S
v14-1271-0,ROSARIO,"ROSARIO, (Géog. mod.)​ riviere de l’Amérique septentrionale, dans la nouvelle Espagne, à 22 degrés, 51 de latitude septentrionale. Elle mouille à 9 milles de la mer un petit bourg au quel elle donne son nom. (D. J.)​","[[""22 51' N""]]",,22 51' N,22 51' N
v14-1604-1,"Saba, île de","Saba, île de, (Géog. mod.)​ Cette île est au nombre des petites Antilles. Sa situation est par les 17d86′ de lat. au nord de l’équateur à deux lieues & demie sous le vent de Saint-Eustache, ce n’est proprement qu’un rocher d’environ quatre lieues de circonférence, fort escarpé, & qui n’est accessible que par un seul endroit, au-dessus duquel les Hollandois habitans dudit lieu, ont élevé plusieurs rangs de murailles construites en pierres seches & disposées de telle sorte qu’on peut fort aisément les renverser par partie ou en total sur ceux qui voudroient escalader cette forteresse naturelle : le des-​sus de ce rocher est occupé par quelques habitations de peu de valeur.","[[""17 86' N""]]",,17 86' N,17 86' N
v14-1772-0,SAGHALIEN,"SAGHALIEN, (Géog. mod.)​ ville de la Tartarie​ chinoise orientale, dans le gouvernement de Teitcicar, sur la rive droite du Saghalien, dans une plaine fertile. Latit. 50. 2. (D. J.)​","[[""50 2' N""]]",,50 2' N,50 2' N
v14-1838-1,Saints ou Saintes,"Saints ou Saintes, épithete qui précede souvent le nom de plusieurs des îles Antilles, dont quelques-uns ont été obmis dans les volumes précédens.


Sainte-Alousie, voyez ou Lucie.


Saint-Barthélemi, île appartenant aux François qui y cultivent du tabac, du coton & des légumes ; elle est située par les 17 degrés 45 minutes, entre Saint Martin & S. Christophe.


Saint-Christophe, cette île très-agréable qui dans le commencement fut établie en commun par les François & les Anglois, est restée à ces derniers depuis l’année 1702. Son climat est fort sain ; elle est située par les 17 degrés 26 minutes au nord de l’équateur, & peut avoir environ dix-huit lieues de tour.


Sainte-Croix, voyez l’article Sainte-Croix.


Saint-Eustache, île hollandoise. Voyez Eustache.


Saint-Jean, petite île, l’une des vierges appartenant aux Danois, voisines de S. Thomas. Cette île est très-médiocre.


Saint-Martin, l’une des Antilles située par les 18 degrés de latitude au nord de l’équateur, entre l’Anguille & S. Barthélemi. Cette île est occupée en commun par les Francois & les Hollandois qui y cultivent du mahis, des feves, & autres légumes dont ils font commerce à la Martinique.","[[""17 45' N""], [""17 26' N""], ['18 N']]",,17 45' N | 17 26' N | 18 N,17 45' N | 17 26' N | 18 N
v14-2032-0,SAMANDRACHI,"SAMANDRACHI, (Géog. mod.)​ île de l’Archipel, vers les côtes de la Romanie ; elle a environ 10 lieues de tour ; il s’y fait quelque trafic de miel & de marroquin. Les anciens la nommoient Samothrace, pour la distinguer de la Samos d’Ionie. Latit. 40. 30. (D. J.)​","[[""40 30' N""]]",,40 30' N,40 30' N
v14-2304-0,"SARGASSO, Mer de","SARGASSO, Mer de (Géogr. mod.)​ ou mer de Sargaso, plage de l’Océan atlantique, à laquelle on donne environ 50 lieues d’orient en occident, & tout au moins 80 du septentrion au midi. Elle est entre les îles du cap Verd, les Canaries & les côtes d’Afrique ; ainsi elle s’étend depuis le vingtieme degré de latitude septentrionale, jusqu’au trente-quatrieme de latitude méridionale.


Cette mer a ceci de particulier, qu’étant fort profonde & éloignée de la terre ferme & des îles de 60 lieues, elle ressemble à un grand pré par la quantité d’herbes dont elle est couverte. Cette herbe est semblable au cresson aquatique, ou persil à petites feuilles, que les Portugais nomment sargasso, d’où est venu le nom de cette mer. Si quelque vaisseau s’y embarrasse, il n’en peut sortir que par un vent médiocrement fort, tant cette herbe est serrée. (D. J.)​","[['20 N', '34 S']]",,20 N 34 S,20 N | 34 S
v14-2717-0,"SCHETLAND, isle de","SCHETLAND, isle de (Géog. mod.)​ île de la​mer d’Ecosse. Ces îles nommées autrement îles de Hesland, ou Hithland, sont encore plus avancées vers le pole que les Orcades, savoir depuis le 60 jusqu’au de-là du 61 degré de latitude.


Les îles de Schetland sont nombreuses & se partagent en trois ordres, comme les Orcades ; les unes sont assez grandes & assez fertiles pour être peuplées, on en compte vingt-six. Les secondes ne produisent que quelques herbages, & sont au nombre de quarante. Les troisiemes, au nombre de trente, ne sont que des rochers.


La plus grande des îles de Schetland, est appellée par les habitans Mainland, c’est-à-dire la Terre-ferme. Elle est plus grande que la principale des Orcades, ayant soixante milles de long au sud, & en quelques endroits seize de large ; ci-devant elle n’étoit habitée que le long des côtes, à cause des hautes montagnes qui la couvrent ; mais depuis l’an 1620, ou environ, les habitans plus industrieux que leurs peres, ont trouvé le moyen de s’étendre plus avant dans le pays ; on y voit deux bourgs, l’un à l’orient, & l’autre à l’occident, & ces bourgs qui sont les seuls qu’il y ait dans toutes les îles de Schetland, contiennent environ six cent familles.


A l’occident de cette grande île, paroît à quelque distance une île nommée Thulé ou Fulé, que plusieurs savans croient être la Thulé tant chantée par les anciens ; si ce ne l’est pas, dit Cellarius, la Thulé des anciens doit être la grande île de Schetland, d’autant mieux que le récit de Solin, y quadre parfaitement.


Quoi qu’il en soit, le terroir des îles de Schetland est à-peu-près le même que celui des Orcades ; on y recueille de l’orge & de l’avoine, on y a de gras pâturages où l’on nourrit des troupeaux, mais c’est tout ; les vaches sont blanches pour la plûpart, & les brebis fécondes ; la mer fournit toutes sortes de poissons grands & petits, depuis les esturgeons jusqu’aux baleines ; on y prend de la morue, du hareng, toutes sortes de poissons à coquille, des chiens & veaux de mer ; aussi les Hollandois, les Hambourgeois & autres, y viennent pêcher au mois de Juin.


Les habitans sont d’origine danoise ou norwégienne, & leur langue est une dialecte gothique, ressemblante à la danoise, mêlée de divers mots anglois ; leurs mœurs, leurs manieres de vivre, leurs mesures, & leurs façons de compter, sont à-peu-près les mêmes que celles qu’on a dans la Norwege ; leurs maisons sont basses & petites, n’ayant pour toute ouverture que la porte, & un autre trou pour recevoir le jour & faire écouler la fumée ; leur feu est fait avec de la tourbe qu’ils ont en assez grande abondance.


Leur commerce consiste principalement à vendre aux Danois & aux Norwégiens qui les viennent visiter, des poissons salés, ou durcis au vent, des gans & des bas de laine, qu’ils savent assez bien faire à l’aiguille, des draps d’une lesse épaisse, qu’ils nomment woadmeils, de l’huile, de la graisse de poisson, des cuirs, & quelqu’autres petites choses de cette nature. Les Norwégiens leur apportent en échange du bois à bâtir des maisons & des bateaux, & leur amenent même des bateaux tout faits ; leur nourriture ordinaire est du pain d’orge ou d’avoine, avec du beurre, du fromage, des poissons, & de la chair ; leur boisson est du petit lait mis dans des tonneaux, & gardé long-tems dans de bonnes caves fraiches, où il prend un degré de force surprenante, jusqu’à donner dans la tête ; les plus riches brassent de bonne biere ; généralement la maniere de vivre des habitans est la même que celle des Orcades ; de cette façon ils se nourrissent sobrement, vivent long-tems, sans maladie, sans apoticaires & sans médecins ; ils professent la religion presbitérienne, vivent ensemble en bonne amitié, & se régalent fréquemment​ pour cultiver l’union & la concorde.


Dans ces îles, le jour y est de deux mois entiers vers le solstice d’été ; & vers le solstice d’hiver, il regne une nuit de deux mois, pendant lesquels l’air est fort orageux. Les marées y sont alors si violentes, & la mer si impétueuse, que pendant ce tems-là, depuis le mois d’Octobre jusqu’au mois d’Avril, ces bons insulaires n’ont aucune correspondance avec l’Ecosse, l’Irlande, l’Angleterre, & les pays étrangers. (D. J.)​","[['60 N', '61 S']]",,60 N 61 S,60 N | 61 N
v14-2970-0,SCYTHES,"SCYTHES, (Géogr. anc.)​ Scythæ ; on donna anciennement le nom de Scythes à tous les peuples du septentrion, principalement à ceux du septentrion de l’Asie ; car quoique plusieurs auteurs marquent des Scythes en Europe, & que Pline les donne pour des peuples limitrophes du Pont, conjointement avec les Dardaniens, les Triballiens, les Mœsiens & les Thraces ; ces Scythes sont plus souvent appellés Getes ou Sarmates, quand on veut les prendre dans un sens plus étendu. Presque toujours par le nom de Scythes, on entend des peuples Asiatiques. Aussi Pomponius Mela, lib. III. c. iv. après avoir dit que la Sarmatie étoit limitrophe de la Germanie, dont elle étoit séparée par la Vistule, ajoute, chap. v. que les confins de l’Asie se prennent à la Sarmatie, si ce n’est dans les pays perpétuellement couverts de neige, & où il faisoit un froid insupportable ; pays qui étoient habités par les Scythes.


Le nom des Scythes passa dans quelques parties de la Sarmatie & de la Germanie ; & de même le nom de Sarmates passa dans l’Asie, mais seulement dans les parties citérieures de cette région. Le périple de Scylax, dit qu’après le fleuve Tanaïs, c’est le commencement de l’Asie, & que cette premiere partie, qui est le Pont, est habitée par les Sauromates ou Sarmates.


Les mœurs des anciens scythes ont été décrites par plusieurs auteurs ; nous n’en recueillerons ici que quelques particularités les plus curieuses.


Ils estimoient l’amitié au-dessus de toutes choses, & faisoient gloire d’assister leurs amis dans les plus fâcheuses extrémités. Ils ne s’occupoient point au labourage (Justin, lib. II.), mais seulement à faire paître leurs troupeaux, & même ils faisoient crever les yeux à quelques esclaves (Plutarque), afin que n’étant plus capables d’aucune autre fonction, ils pussent bien battre le lait. Ils n’avoient point de maisons (Hérodote, lib. IV.), & menoient leurs femmes & leurs enfans sur des charrettes couvertes de cuir, pour les défendre du froid & des pluies, changeant de place à mesure que l’herbe manquoit. Ils alloient rarement à pié, voyageant presque toujours ou à cheval, ou dans leurs chars (Hippocr. de aere & aquis, lib. II.) Quelques-uns en avoient qui étoient couvertes de feuillages d’arbres (Ammian. Marcel. lib. XXII.), & dans lesquels ils portoient quelques meubles de peu de valeur. Ils mangeoient principalement du fromage de leurs jumens (Justin, lib. II. ix. Nicephor. lib. VIII.), dont le lait étoit aussi leur breuvage.


Plutarque dit dans son banquet des sept sages, que les Scythes n’avoient ni jeux, ni joueurs d’instrumens.


Ils étoient vétus des peaux de leurs bêtes ; portoient les mêmes habits l’hiver que l’été (Hippocr. de aere, & Justin, lib. II.) Ils tenoient que c’étoit un ornement d’avoir un arc bandé à la main ; & c’est ainsi que le philosophe Anacharsis, scythe de nation, étoit représenté par ceux d’Athènes, qui de plus lui mettoient un livre à la main droite.


Les Scythes ne faisoient aucun état ni de l’or, ni des perles, ni des pierreries ; mais ceux qui se distinguoient par leur valeur étoient extrèmement estimés, & on tâchoit à l’envi d’acquérir leur amitié.


Lorsque le choix d’un ami avoit été fait, les deux amis protestoient de vivre & de mourir l’un pour l’autre. Pour rendre cette alliance assurée, ils se faisoient des incisions aux doigts, afin que leur sang distillât dans une tasse, où après avoir trempé la pointe de leurs épées, ils buvoient l’un & l’autre de ce sang. Jamais on ne recevoit plus de trois personnes à cette alliance, parce qu’ils étoient persuadés que l’amitié​ étoit foible, si on consentoit à la partager entre un plus grand nombre de personnes.


Ils traversoient les rivieres sur des peaux chargées de liége en-dessous. Celui qui vouloit passer de l’autre côté, se mettoit sur la peau, & prenoit son cheval par la queue, en sorte que le cheval tiroit après lui cette maniere de barque. Ils rendoient la justice suivant la raison naturelle, & non suivant quelque loi écrite ; mais ils punissoient séverement le larcin. Ils adoroient Vesta, Jupiter & la Terre, qu’ils croyoient sa femme, Mars & Hercule (Hérodote, lib. IV.) Ils juroient par le vent & par l’épée ; l’un comme auteur de la vie & de la respiration ; & l’autre comme procurant la mort (Clem. Alex. adhort. ad gentil.) Ils sacrifioient des chevaux à Mars, représenté par l’épée dont nous venons de parler ; & quelquefois ils lui immoloient un homme de chaque centaine de leurs prisonniers de guerre.


Les mariages étoient heureux chez les anciens scythes, & quatre choses en assuroient le bonheur : l’éducation vertueuse que les enfans recevoient de leurs parens ; l’attachement des femmes pour leurs époux ; l’horreur de l’infidélité conjugale ; & la rigueur des lois contre ce crime. Chez eux, la plus grande dot d’une fille, étoit la vertu de ses parens ; c’étoit son inviolable attachement pour son époux, & l’éloignement qu’elle avoit pour un autre ; c’étoit enfin sa persuasion que l’infidélité étoit un crime.


On fera bien de lire dans les Mémoires de l’académie de Petersbourg les dissertations de M. Bayer sur l’origine & les anciennes demeures des Scythes, sur leur histoire, ainsi que sur la situation de la Scythie du tems d’Hérodote, pays auquel des auteurs modernes fort respectables ont donné une étendue beaucoup trop grande. Mais quoiqu’ils ayent suivi en cela Ephore, ancien historien, dont Cosmas nous a conservé les termes, notre savant ne peut se ranger à leur sentiment. Il entend par l’Araxe, au-delà duquel Hérodote témoigne que les Scythes avoient autrefois leurs tentes, non la riviere d’Arménie connue sous ce nom, ni aucun des autres fleuves auxquels les savans veulent que l’antiquité ait donné le nom d’Araxe, mais le Wolga, que les anciens appellent aussi Rha ; ce qui rapproche considérablement les bornes orientales de la Scythie. M. Bayer pense aussi que l’Araxe que Cyrus passa pour attaquer les Massagetes est ce même Wolga, & non pas l’Oxus, comme l’a cru Cellarius d’après Isaac Vossius. Il a joint à ses dissertations une carte de la Scythie construite sur l’histoire d’Hérodote ; & c’est conformément à sa description bien entendue & corrigée où elle doit l’être, que M. Bayer place la Scythie entre les degrés 45 & 57 de longitude, & entre les degrés 47 & 55 de latitude.


M. Bayer a donné dans les mêmes mémoires une table chronologique des événemens qui intéressent les Scythes, depuis l’an 644 avant Jesus-Christ jusqu’à l’année 421. Cette table est suivie d’une piece intitulée, Mémoires des Scythes, jusqu’à Alexandre le Grand ; c’est un extrait de tout ce qu’Hérodote & autres historiens ont rapporté de cette puissante & nombreuse nation. (Le chevalier de Jaucourt.)​","[['47 N 45 E', '55 N 57 E']]",,47 N 45 E 55 N 57 E,47 N 45 E | 55 N 57 E
